strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
229e/JX503060/0349/2010	JX503060	0349	2010-XX-XX	Human	Netherlands	Human_coronavirus_229E	229e	alpha	full
229e/KF293664/229E/NA	KF293664	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293665/229E/NA	KF293665	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KF293666/229E/NA	KF293666	229E	NA	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/MF542265/229E/Haiti_1/2016/2016	MF542265	229E/Haiti_1/2016	2016-03-XX	Human	Haiti	Human_coronavirus_229E	229e	alpha	full
229e/KF514429/229E/human/USA/892_11/1989/1989	KF514429	229E/human/USA/892_11/1989	1989-02-07	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514432/229E/human/USA/932_72/1993/1993	KF514432	229E/human/USA/932_72/1993	1993-02-22	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514433/229E/human/USA/933_40/1993/1993	KF514433	229E/human/USA/933_40/1993	1993-03-11	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514430/229E/human/USA/933_50/1993/1993	KF514430	229E/human/USA/933_50/1993	1993-03-18	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KF514431/229E/human/USA/953_49/1995/1995	KF514431	229E/human/USA/953_49/1995	1995-03-23	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KU291448/HCoV_229E/BN1/GER/2015/2015	KU291448	HCoV_229E/BN1/GER/2015	2015-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/MN306046/HCoV_229E/Seattle/USA/SC0865/2019/2019	MN306046	HCoV_229E/Seattle/USA/SC0865/2019	2019-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369913/HCoV_229E/Seattle/USA/SC1073/2016/2016	KY369913	HCoV_229E/Seattle/USA/SC1073/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369910/HCoV_229E/Seattle/USA/SC1143/2016/2016	KY369910	HCoV_229E/Seattle/USA/SC1143/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369911/HCoV_229E/Seattle/USA/SC1212/2016/2016	KY369911	HCoV_229E/Seattle/USA/SC1212/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY684760/HCoV_229E/Seattle/USA/SC2282/2017/2016	KY684760	HCoV_229E/Seattle/USA/SC2282/2017	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY967357/HCoV_229E/Seattle/USA/SC2872/2015/2015	KY967357	HCoV_229E/Seattle/USA/SC2872/2015	2015-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY983587/HCoV_229E/Seattle/USA/SC3112/2015/2015	KY983587	HCoV_229E/Seattle/USA/SC3112/2015	2015-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY621348/HCoV_229E/Seattle/USA/SC379/2016/2016	KY621348	HCoV_229E/Seattle/USA/SC379/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY674914/HCoV_229E/Seattle/USA/SC399/2016/2016	KY674914	HCoV_229E/Seattle/USA/SC399/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369908/HCoV_229E/Seattle/USA/SC579/2016/2016	KY369908	HCoV_229E/Seattle/USA/SC579/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/MN369046/HCoV_229E/Seattle/USA/SC9724/2018/2018	MN369046	HCoV_229E/Seattle/USA/SC9724/2018	2018-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369912/HCoV_229E/Seattle/USA/SC9731/2016/2016	KY369912	HCoV_229E/Seattle/USA/SC9731/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369914/HCoV_229E/Seattle/USA/SC9773/2016/2016	KY369914	HCoV_229E/Seattle/USA/SC9773/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/JX503061/J0304/2009	JX503061	J0304	2009-XX-XX	Human	Italy	Human_coronavirus_229E	229e	alpha	full
229e/KY674919/N08_434B/2016	KY674919	N08_434B	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
